offer_type,attributes,accuracy,labels,rec_ins_dt
bogo,"['income', 'gender_O', 'web']",0.5009481668773704,[False  True],2020-05-02 08:42:27.116667
bogo,"['income', 'gender_O', 'social']",0.4453223767383059,[False  True],2020-05-02 08:42:27.342273
bogo,"['income', 'gender_O', 'email']",0.4326801517067004,[False  True],2020-05-02 08:42:27.559852
bogo,"['income', 'gender_O', 'mobile']",0.4440581542351454,[False  True],2020-05-02 08:42:27.772918
bogo,"['income', 'reward', 'difficulty']",0.5960809102402023,[False  True],2020-05-02 08:42:28.032107
bogo,"['income', 'reward', 'duration']",0.5651074589127687,[False  True],2020-05-02 08:42:28.279764
bogo,"['income', 'reward', 'web']",0.4557522123893805,[False  True],2020-05-02 08:42:28.516394
bogo,"['income', 'reward', 'social']",0.5464601769911505,[False  True],2020-05-02 08:42:28.741992
bogo,"['income', 'reward', 'email']",0.44310998735777496,[False  True],2020-05-02 08:42:28.951549
bogo,"['income', 'reward', 'mobile']",0.43868520859671295,[False  True],2020-05-02 08:42:29.191192
bogo,"['income', 'difficulty', 'duration']",0.5161188369152971,[False  True],2020-05-02 08:42:29.421808
bogo,"['income', 'difficulty', 'web']",0.4598609355246524,[False  True],2020-05-02 08:42:29.680997
bogo,"['income', 'difficulty', 'social']",0.4393173198482933,[False  True],2020-05-02 08:42:29.924645
bogo,"['income', 'difficulty', 'email']",0.5281289506953224,[False  True],2020-05-02 08:42:30.153252
bogo,"['income', 'difficulty', 'mobile']",0.5303413400758533,[False  True],2020-05-02 08:42:30.386875
bogo,"['income', 'duration', 'web']",0.5963969658659924,[False  True],2020-05-02 08:42:30.625506
bogo,"['income', 'duration', 'social']",0.5755372945638433,[False  True],2020-05-02 08:42:30.867657
bogo,"['income', 'duration', 'email']",0.5407711757269279,[False  True],2020-05-02 08:42:31.087744
bogo,"['income', 'duration', 'mobile']",0.5963969658659924,[False  True],2020-05-02 08:42:31.406106
bogo,"['income', 'web', 'social']",0.600189633375474,[False  True],2020-05-02 08:42:31.684867
bogo,"['income', 'web', 'email']",0.4421618204804045,[False  True],2020-05-02 08:42:31.944567
bogo,"['income', 'web', 'mobile']",0.531921618204804,[False  True],2020-05-02 08:42:32.172674
bogo,"['income', 'social', 'email']",0.4655499367888749,[False  True],2020-05-02 08:42:32.385238
bogo,"['income', 'social', 'mobile']",0.4510113780025285,[False  True],2020-05-02 08:42:32.634402
bogo,"['income', 'email', 'mobile']",0.4298356510745892,[False  True],2020-05-02 08:42:32.845999
bogo,"['tenure_years', 'gender_M', 'gender_F']",0.6242098609355247,[False  True],2020-05-02 08:42:33.215999
bogo,"['tenure_years', 'gender_M', 'gender_O']",0.5666877370417194,[False  True],2020-05-02 08:42:33.570458
bogo,"['tenure_years', 'gender_M', 'reward']",0.5865992414664981,[False  True],2020-05-02 08:42:33.921926
bogo,"['tenure_years', 'gender_M', 'difficulty']",0.6049304677623262,[False  True],2020-05-02 08:42:34.284901
bogo,"['tenure_years', 'gender_M', 'duration']",0.6207332490518331,[False  True],2020-05-02 08:42:34.658895
bogo,"['tenure_years', 'gender_M', 'web']",0.615992414664981,[False  True],2020-05-02 08:42:34.995792
bogo,"['tenure_years', 'gender_M', 'social']",0.6336915297092288,[False  True],2020-05-02 08:42:35.370303
bogo,"['tenure_years', 'gender_M', 'email']",0.5982932996207333,[False  True],2020-05-02 08:42:35.894195
bogo,"['tenure_years', 'gender_M', 'mobile']",0.5963969658659924,[False  True],2020-05-02 08:42:36.497298
bogo,"['tenure_years', 'gender_F', 'gender_O']",0.6099873577749684,[False  True],2020-05-02 08:42:36.935461
bogo,"['tenure_years', 'gender_F', 'reward']",0.6469658659924147,[False  True],2020-05-02 08:42:37.264842
bogo,"['tenure_years', 'gender_F', 'difficulty']",0.6523388116308471,[False  True],2020-05-02 08:42:37.655891
